Artist,Title,Lyrics
Taylor Swift,Bad Blood,"’Cause baby, now we've got bad blood
You know it used to be mad love
So take a look what you've done
’Cause baby, now we've got bad blood, hey!
Now we've got problems
And I don't think we can solve 'em
You made a really deep cut
And baby, now we've got bad blood, hey!

Did you have to do this?
I was thinking that you could be trusted
Did you have to ruin what was shiny?
Now it's all rusted
Did you have to hit me where I'm weak?
Baby, I couldn't breathe
And rub it in so deep
Salt in the wound like you're laughing right at me

Oh, it's so sad to
Think about the good times
You and I

’Cause baby, now we've got bad blood
You know it used to be mad love
So take a look what you've done
’Cause baby, now we've got bad blood, hey!
Now we've got problems
And I don't think we can solve 'em
You made a really deep cut
And baby, now we've got bad blood, hey!
Did you think we'd be fine?
Still got scars in my back from your knives
So don't think it's in the past
These kinds of wounds they last and they last
Now, did you think it all through?
All these things will catch up to you
And time can heal, but this won't
So if you're coming my way
Just don't

Oh, it's so sad to
Think about the good times
You and I

’Cause baby, now we've got bad blood
You know it used to be mad love
So take a look what you've done
’Cause baby, now we've got bad blood, hey!
Now we've got problems
And I don't think we can solve 'em
You made a really deep cut
And baby, now we've got bad blood, hey!
Band-aids don't fix bullet holes
You say sorry just for show
If you live like that, you live with ghosts
Band-aids don't fix bullet holes
You say sorry just for show
If you live like that, you live with ghosts
If you love like that, blood runs cold!

’Cause baby, now we've got bad blood
You know it used to be mad love
So take a look what you've done
’Cause baby, now we've got bad blood, hey!
Now we've got problems
And I don't think we can solve 'em (Think we can solve 'em)
You made a really deep cut
And baby, now we've got bad blood, hey!

’Cause baby, now we've got bad blood
You know it used to be mad love
So take a look what you've done (Look what you've done)
’Cause baby, now we've got bad blood, hey!
Now we've got problems
And I don't think we can solve 'em
You made a really deep cut
And baby, now we've got bad blood, hey!360EmbedShare URLCopyEmbedCopy"
Taylor Swift,Cornelia Street,"We were in the backseat
Drunk on something stronger than the drinks in the bar
""I rent a place on Cornelia Street""
I say casually in the car
We were a fresh page on the desk
Filling in the blanks as we go
As if the street lights pointed in an arrow head
Leading us home

And I hope I never lose you, hope it never ends
I'd never walk Cornelia Street again
That's the kinda heartbreak time could never mend
I'd never walk Cornelia Street again
And baby, I get mystified by how this city screams your name
And baby, I'm so terrified of if you ever walk away
I'd never walk Cornelia Street again
I'd never walk Cornelia Street again

Windows flung right open, autumn air
Jacket 'round my shoulders is yours
We bless the rains on Cornelia Street
Memorize the creaks in the floor
Back when we were card sharks, playing games
I thought you were leading me on
I packed my bags, left Cornelia Street
Before you even knew I was gone
But then you called, showed your hand
I turned around before I hit the tunnel
Sat on the roof, you and I

I hope I never lose you, hope it never ends
I'd never walk Cornelia Street again
That's the kinda heartbreak time could never mend
I'd never walk Cornelia Street again
And baby, I get mystified by how this city screams your name
And baby, I'm so terrified of if you ever walk away
I'd never walk Cornelia Street again
I'd never walk Cornelia Street again
You hold my hand on the street
Walk me back to that apartment
Years ago, we were just inside
Barefoot in the kitchen
Sacred new beginnings
That became my religion, listen

I hope I never lose you
I'd never walk Cornelia Street again
Oh, never again
And baby, I get mystified by how this city screams your name
And baby, I'm so terrified of if you ever walk away
I'd never walk Cornelia Street again
I'd never walk Cornelia Street again
I don't wanna lose you (Hope it never ends)
I'd never walk Cornelia Street again
I don't wanna lose you (Yeah)

""I rent a place on Cornelia Street""
I say casually in the car44EmbedShare URLCopyEmbedCopy"
Taylor Swift,Wildest Dreams,"He said, ""Let's get out of this town
Drive out of this city, away from the crowds""
I thought, ""Heaven can't help me now""
Nothing lasts forever
But this is gonna take me down

He's so tall and handsome as hell
He's so bad, but he does it so well
I can see the end as it begins
My one condition is

Say you'll remember me
Standin' in a nice dress
Starin' at the sunset, babe
Red lips and rosy cheeks
Say you'll see me again
Even if it's just in your
Wildest dreams, ah, ha
Wildest dreams, ah, ha

I said, ""No one has to know what we do""
His hands are in my hair, his clothes are in my room
And his voice is a familiar sound
Nothin' lasts forever
But this is gettin' good now
He's so tall and handsome as hell
He's so bad, but he does it so well
And when we've had our very last kiss
My last request is

Say you'll remember me
Standin' in a nice dress
Starin' at the sunset, babe
Red lips and rosy cheeks
Say you'll see me again
Even if it's just in your
Wildest dreams, ah, ha (Ha, ha)
Wildest dreams, ah, ha

You'll see me in hindsight
Tangled up with you all night
Burnin' it down
Someday, when you leave me
I bet these memories
Follow you around
You'll see me in hindsight
Tangled up with you all night
Burnin' (Burnin') it (It) down (Down)
Someday, when you leave me
I bet these memories
Follow (Follow) you (You) around
(Follow you around)
Say you'll remember me
Standing in a nice dress
Starin' at the sunset, babe
Red lips and rosy cheeks
Say you'll see me again
Even if it's just pretend

Say you'll remember me
Standin' in a nice dress
Starin' at the sunset, babe
Red lips and rosy cheeks
Say you'll see me again
Even if it's just in your (Just pretend, just pretend)
Wildest dreams, ah, ha (Ah)
In your wildest dreams, ah, ha
Even if it's just in your
In your wildest dreams, ah, ha
In your wildest dreams, ah, ha264EmbedShare URLCopyEmbedCopy"
Billie Eilish,​when the party’s over,"Don't you know I'm no good for you?
I've learned to lose you, can't afford to
Tore my shirt to stop you bleedin'
But nothin' ever stops you leavin'

Quiet when I'm coming home and I'm on my own
I could lie, say I like it like that, like it like that
I could lie, say I like it like that, like it like that

Don't you know too much already?
I'll only hurt you if you let me
Call me friend, but keep me closer (Call me back)
And I'll call you when the party's over

Quiet when I'm coming home and I'm on my own
And I could lie, say I like it like that, like it like that
Yeah, I could lie, say I like it like that, like it like that

But nothin' is better sometimes
Once we've both said our goodbyes
Let's just let it go
Let me let you go

Quiet when I'm coming home and I'm on my own
I could lie, say I like it like that, like it like that
I could lie, say I like it like that, like it like that"
Billie Eilish,​bad guy,"White shirt now red, my bloody nose
Sleepin', you're on your tippy toes
Creepin' around like no one knows
Think you're so criminal
Bruises on both my knees for you
Don't say thank you or please
I do what I want when I'm wanting to
My soul? So cynical

So you're a tough guy
Like it really rough guy
Just can't get enough guy
Chest always so puffed guy
I'm that bad type
Make your mama sad type
Make your girlfriend mad tight
Might seduce your dad type
I'm the bad guy
Duh

I'm the bad guy

I like it when you take control
Even if you know that you don't
Own me, I'll let you play the role
I'll be your animal
My mommy likes to sing along with me
But she won't sing this song
If she reads all the lyrics
She'll pity the men I know

So you're a tough guy
Like it really rough guy
Just can't get enough guy
Chest always so puffed guy
I'm that bad type
Make your mama sad type
Make your girlfriend mad tight
Might seduce your dad type
I'm the bad guy
Duh

I'm the bad guy, duh
I'm only good at bein' bad, bad

I like when you get mad
I guess I'm pretty glad that you're alone
You said she's scared of me?
I mean, I don't see what she sees
But maybe it's 'cause I'm wearing your cologne

I'm a bad guy
I'm, I'm a bad guy
Bad guy, bad guy
I'm a bad"
Billie Eilish,​everything i wanted,"I had a dream
I got everything I wanted
Not what you'd think
And if I'm bein' honest
It might've been a nightmare
To anyone who might care
Thought I could fly (Fly)
So I stepped off the Golden, mm
Nobody cried (Cried, cried, cried, cried)
Nobody even noticed
I saw them standing right there
Kinda thought they might care (Might care, might care)

I had a dream
I got everything I wanted
But when I wake up, I see
You with me

And you say, ""As long as I'm here, no one can hurt you
Don't wanna lie here, but you can learn to
If I could change the way that you see yourself
You wouldn't wonder why you hear
'They don't deserve you'""

I tried to scream
But my head was underwater
They called me weak
Like I'm not just somebody's daughter
Coulda been a nightmare
But it felt like they were right there
And it feels like yesterday was a year ago
But I don't wanna let anybody know
'Cause everybody wants something from me now
And I don't wanna let 'em down

I had a dream
I got everything I wanted
But when I wake up, I see
You with me

And you say, ""As long as I'm here, no one can hurt you
Don't wanna lie here, but you can learn to
If I could change the way that you see yourself
You wouldn't wonder why you hear
'They don't deserve you'""

If I knew it all then, would I do it again?
Would I do it again?
If they knew what they said would go straight to my head
What would they say instead?
If I knew it all then, would I do it again?
Would I do it again?
If they knew what they said would go straight to my head
What would they say instead?"
Billie Eilish,​idontwannabeyouanymore,"Don't be that way
Fall apart twice a day
I just wish you could feel what you say
Show, never tell
But I know you too well
Kind of mood that you wish you could sell

If teardrops could be bottled
There'd be swimming pools filled by models
Told, ""A tight dress is what makes you a whore""
If ""I love you"" was a promise
Would you break it, if you're honest?
Tell the mirror what you know she's heard before
I don't wanna be you
Anymore

Hands, hands getting cold
Losing feeling is getting old
Was I made from a broken mold?
Hurt, I can't shake
We've made every mistake
Only you know the way that I break

If teardrops could be bottled
There'd be swimming pools filled by models
Told, ""A tight dress is what makes you a whore""
If ""I love you"" was a promise
Would you break it, if you're honest?
Tell the mirror what you know she's heard before
I don't wanna be you
I don't wanna be you
I don't wanna be you
Anymore"
Billie Eilish,​bury a friend,"Billie

What do you want from me? Why don't you run from me?
What are you wondering? What do you know?
Why aren't you scared of me? Why do you care for me?
When we all fall asleep, where do we go?

Come here
Say it, spit it out, what is it exactly
You're payin'? Is the amount cleanin' you out? Am I satisfactory?
Today, I'm thinkin' about the things that are deadly
The way I'm drinkin' you down
Like I wanna drown, like I wanna end me

Step on the glass, staple your tongue (Ahh)
Bury a friend, try to wake up (Ah-ahh)
Cannibal class, killing the son (Ahh)
Bury a friend, I wanna end me

I wanna end me
I wanna, I wanna, I wanna… end me
I wanna, I wanna, I wanna…

What do you want from me? Why don't you run from me?
What are you wondering? What do you know?
Why aren't you scared of me? Why do you care for me?
When we all fall asleep, where do we go?

Listen
Keep you in the dark, what had you expected?
Me to make you my art and make you a star
And get you connected?
I'll meet you in the park, I'll be calm and collected
But we knew right from the start that you'd fall apart
'Cause I'm too expensive
It's probably somethin' that shouldn't be said out loud
Honestly, I thought that I would be dead by now (Wow)
Calling security, keepin' my head held down
Bury the hatchet or bury a friend right now

The debt I owe, gotta sell my soul
'Cause I can't say no, no, I can't say no
Then my limbs all froze and my eyes won't close
And I can't say no, I can't say no
Careful

Step on the glass, staple your tongue (Ahh)
Bury a friend, try to wake up (Ah-ahh)
Cannibal class, killing the son (Ahh)
Bury a friend, I wanna end me

I wanna end me
I wanna, I wanna, I wanna… end me
I wanna, I wanna, I wanna…

What do you want from me? Why don't you run from me?
What are you wondering? What do you know?
Why aren't you scared of me? Why do you care for me?
When we all fall asleep, where do we go?"
Billie Eilish,​i love you,"It's not true
Tell me I’ve been lied to
Crying isn't like you, ooh
What the hell did I do?
Never been the type to
Let someone see right through, ooh

Maybe won't you take it back?
Say you were tryna make me laugh
And nothing has to change today
You didn’t mean to say ""I love you""
I love you and I don't want to, ooh

Up all night on another red-eye
I wish we never learned to fly
Maybe we should just try
To tell ourselves a good lie
Didn't mean to make you cry

Maybe won't you take it back?
Say you were tryna make me laugh
And nothing has to change today
You didn't mean to say ""I love you""
I love you and I don't want to, ooh

The smile that you gave me
Even when you felt like dying

We fall apart as it gets dark
I'm in your arms in Central Park
There's nothing you could do or say
I can’t escape the way I love you
I don’t want to, but I love you, ooh
Ooh, ooh
Ooh, ooh"
Billie Eilish,Your Power,"Try not to abuse your power
I know we didn't choose to change
You might not wanna lose your power
But havin' it's so strange

She said you were a hero
You played the part
But you ruined her in a year
Don't act like it was hard
And you swear you didn't know (Didn't know)
No wonder why you didn't ask
She was sleepin' in your clothes (In your clothes)
But now she's got to get to class

How dare you?
And how could you?
Will you only feel bad when they find out?
If you could take it all back
Would you?

Try not to abuse your power
I know we didn't choose to change
You might not wanna lose your power
But havin' it's so strange

I thought that I was special
You made me feel
Like it was my fault, you were the devil
Lost your appeal
Does it keep you in control? (In control)
For you to keep her in a cage?
And you swear you didn't know (Didn't know)
You said you thought she was your age

How dare you?
And how could you?
Will you only feel bad if it turns out
That they kill your contract?
Would you?

Try not to abuse your power
I know we didn't choose to change
You might not wanna lose your power
But power isn't pain

Mmm
Ooh
La-la-la-la-la, hmm
La-la-la-la-la-la, la-la"
Billie Eilish,​wish you were gay,"""Baby, I don't feel so good,"" six words you never understood
""I'll never let you go,"" five words you'll never say (Aww)
I laugh along like nothing's wrong, four days has never felt so long
If three's a crowd and two was us, one slipped away (Hahahahahahahaha)

I just wanna make you feel okay
But all you do is look the other way
I can't tell you how much I wish I didn't wanna stay
I just kinda wish you were gay

Is there a reason we're not through?
Is there a 12 step just for you?
Our conversation's all in blue
11 ""heys"" (Hey, hey, hey, hey)
Ten fingers tearin' out my hair
Nine times you never made it there
I ate alone at 7, you were six minutes away
(Yay)

How am I supposed to make you feel okay
When all you do is walk the other way?
I can't tell you how much I wish I didn't wanna stay
I just kinda wish you were gay

To spare my pride
To give your lack of interest an explanation
Don't say I'm not your type
Just say that I'm not your preferred sexual orientation
I'm so selfish
But you make me feel helpless, yeah
And I can't stand another day
Stand another day

I just wanna make you feel okay
But all you do is look the other way, hmm
I can't tell you how much I wish I didn't wanna stay
I just kinda wish you were gay
I just kinda wish you were gay
I just kinda wish you were gay"
Billie Eilish,No Time To Die,"I should have known
I'd leave alone
Just goes to show
That the blood you bleed is just the blood you owe
We were a pair
But I saw you there
Too much to bear
You were my life, but life is far away from fair
Was I stupid to love you?
Was I reckless to help?
Was it obvious to everybody else?

That I'd fallen for a lie
You were never on my side
Fool me once, fool me twice
Are you death or paradise?
Now you'll never see me cry
There's just no time to die

I let it burn
You're no longer my concern, mmm
Faces from my past return
Another lesson yet to learn

That I'd fallen for a lie
You were never on my side
Fool me once, fool me twice
Are you death or paradise?
Now you'll never see me cry
There's just no time to die

No time to die, mmm
No time to die, ooh

Fool me once, fool me twice
Are you death or paradise?
Now you'll never see me cry
There's just no time to die"
Billie Eilish,Therefore I Am,"I'm not your friend
Or anything, damn
You think that you're the man
I think, therefore, I am
I'm not your friend
Or anything, damn
You think that you're the man
I think, therefore, I am

Stop, what the hell are you talking about? Ha
Get my pretty name out of your mouth
We are not the same with or without
Don't talk 'bout me like how you might know how I feel
Top of the world, but your world isn't real
Your world's an ideal

So go have fun
I really couldn't care less
And you can give 'em my best, but just know

I'm not your friend
Or anything, damn
You think that you're the man
I think, therefore, I am
I'm not your friend
Or anything, damn
You think that you're the man
I think, therefore, I am

I don't want press to put your name next to mine
We're on different lines, so I
Wanna be nice enough, they don't call my bluff
'Cause I hate to find
Articles, articles, articles
Rather you remain unremarkable (Got a lotta)
Interviews, interviews, interviews
When they say your name, I just act confused

Did you have fun?
I really couldn't care less
And you can give 'em my best, but just know

I'm not your friend
Or anything, damn
You think that you're the man
I think, therefore, I am
I'm not your friend
Or anything, damn
You think that you're the man
I think, therefore, I am

I'm sorry
I don't think I caught your name
I'm sorry
I don't think I caught your name

I'm not your friend (I'm not your friend)
Or anything, damn
You think that you're the man (They wanna, they can try)
I think, therefore, I am (I am)
I'm not your friend (Friend)
Or anything, damn (They wanna)
You think that you're the man (You're the man)
I think, therefore, I am (Therefore, I am)"
Billie Eilish,​​ocean eyes,"I've been watchin' you for some time
Can't stop starin' at those ocean eyes
Burning cities and napalm skies
Fifteen flares inside those ocean eyes
Your ocean eyes

No fair
You really know how to make me cry
When you give me those ocean eyes
I'm scared
I've never fallen from quite this high
Fallin' into your ocean eyes
Those ocean eyes

I've been walkin' through a world gone blind
Can't stop thinkin' of your diamond mind
Careful creature made friends with time
He left her lonely with a diamond mind
And those ocean eyes

No fair (No fair)
You really know how to make me cry
When you give me those ocean eyes (Those ocean eyes)
I'm scared (I'm scared)
I've never fallen from quite this high
Fallin' into your ocean eyes
Those ocean eyes

(Seye naeco esoht)
(Seye naeco ruoy otni 'nillaf)
Da-da-da-da-da, da-da-da-da-da (Hgih siht etiuq morf nellaf reven ev'I)
(Deracs m'I) Da-da-da-da-da-da
Da-da-da (Seye naeco esoht em evig uoy nehw)
Mmm (Yrc em ekam ot woh wonk yllaer uoy)
Mmm (Riaf on)

No fair
You really know how to make me cry
When you give me those ocean eyes
I'm scared
I've never fallen from quite this high
Fallin' into your ocean eyes
Those ocean eyes"
Billie Eilish,Happier Than Ever,"When I'm away from you
I'm happier than ever
Wish I could explain it better
I wish it wasn't true

Give me a day or two to think of something clever
To write myself a letter
To tell me what to do, mm-mm
Do you read my interviews?
Or do you skip my avenue?
When you said you were passin' through
Was I even on your way?
I knew when I asked you to (When I asked you to)
Be cool about what I was tellin' you
You'd do the opposite of what you said you'd do (What you said you'd do)
And I'd end up more afraid
Don't say it isn't fair
You clearly werеn't aware that you made me misеrable
So if you really wanna know

When I'm away from you (When I'm away from you)
I'm happier than ever (Happier than ever)
Wish I could explain it better (Wish I could explain it better)
I wish it wasn't true, mm-mm

You call me again, drunk in your Benz
Drivin' home under the influence
You scared me to death, but I'm wastin' my breath
'Cause you only listen to your fuckin' friends
I don't relate to you
I don't relate to you, no
'Cause I'd never treat me this shitty
You made me hate this city

And I don't talk shit about you on the internet
Never told anyone anything bad
'Cause that shit's embarrassing, you were my everything
And all that you did was make me fuckin' sad
So don't waste the time I don't have
And don't try to make me feel bad
I could talk about every time that you showed up on time
But I'd have an empty line 'cause you never did
Never paid any mind to my mother or friends
So I shut 'em all out for you 'cause I was a kid

You ruined everything good
Always said you were misunderstood
Made all my moments your own
Just fuckin' leave me alone (Fuck you)
(Ah)
(Fuck you)
(Ah)
(Fuck you)"
Billie Eilish,​my future,"I can't seem to focus
And you don't seem to notice I'm not here
I'm just a mirror
You check your complexion
To find your reflection's all alone
I had to go

Can't you hear me?
I'm not comin' home
Do you understand?
I've changed my plans

'Cause I, I'm in love
With my future
Can't wait to meet her
And I (I), I'm in love
But not with anybody else
Just wanna get to know myself

I know supposedly I'm lonely now (Lonely now)
Know I'm supposed to be unhappy
Without someone (Someone)
But aren't I someone? (Aren't I someone? Yeah)
I'd (I'd) like to be your answer (Be your answer)
'Cause you're so handsome (You're so handsome)

But I know better
Than to drive you home
'Cause you'd invite me in
And I'd be yours again

But I (I), I'm in love (Love, love, love, love)
With my future
And you don't know her (Ooh)
And I, I'm in love (Love, love)
But not with anybody here
I'll see you in a couple years"
Billie Eilish,​bellyache,"Mind
Mind

Sittin' all alone
Mouth full of gum
In the driveway
My friends aren't far
In the back of my car
Lay their bodies

Where's my mind?
Where's my mind?

They'll be here pretty soon
Lookin' through my room
For the money
I'm bitin' my nails
I'm too young to go to jail
It's kinda funny

Where's my mind?
Where's my mind?
Where's my mind?
Where's my mind?

Maybe it's in the gutter
Where I left my lover
What an expensive fake
My V is for Vendetta
Thought that I'd feel better
But now I got a bellyache
(Mind)

Everything I do
The way I wear my noose
Like a necklace
I wanna make 'em scared
Like I could be anywhere
Like I'm reckless

I lost my mind
I don't mind
Where's my mind?
Where's my mind?

Maybe it's in the gutter
Where I left my lover
What an expensive fake
My V is for Vendetta
Thought that I'd feel better
But now I got a bellyache
(Bellyache, bellyache, bellyache, bellyache
Bellyache, bellyache)
Maybe it's in the gutter
Where I left my lover
What an expensive fake
My V is for Vendetta
Thought that I'd feel better
But now I got a bellyache"
Billie Eilish,​you should see me in a crown,"Bite my tongue, bide my time
Wearing a warning sign
Wait 'til the world is mine
Visions I vandalize
Cold in my kingdom size
Fell for these ocean eyes

You should see me in a crown
I'm gonna run this nothing town
Watch me make 'em bow
One by one by one
One by one by
You should see me in a crown
Your silence is my favorite sound
Watch me make 'em bow
One by one by one
One by one by one

Count my cards, watch them fall
Blood on a marble wall
I like the way they all scream
Tell me which one is worse
Living or dying first
Sleeping inside a hearse (I don't dream)

You say, ""Come over, baby
I think you're pretty""
I'm okay, I'm not your baby
If you think I'm pretty

You should see me in a crown
I'm gonna run this nothing town
Watch me make 'em bow
One by one by one
One by one by
You should see me in a crown
Your silence is my favorite sound
Watch me make 'em bow
One by one by one
One by one by one


Crown
I'm gonna run this nothing town
Watch me make 'em bow
One by one by one
One by one by
You should see me in a crown (You should see me, see me)
Your silence is my favorite sound (You should see me, see me)
Watch me make 'em bow
One by one by one
One by one by one"
Billie Eilish,​xanny,"What is it about them?
I must be missing something
They just keep doing nothing
Too intoxicated to be scared
Better off without them
They're nothing but unstable
Bring ashtrays to the table
And that's about the only thing they share

I'm in their secondhand smoke
Still just drinking canned Coke
I don't need a Xanny to feel better
On designated drives home
Only one who's not stoned
Don't give me a Xanny, now or ever

Can you check your Uber rating? Oh my god
(And it's like, wait, like, when?)

Wakin' up at sundown (Ooh)
They're late to every party (Ooh)
Nobody's ever sorry (Ooh)
Too inebriated now to dance
Morning as they come down (Come down)
Their pretty heads are hurting (Hurting)
They're awfully bad at learning (Learning)
Make the same mistakes, blame circumstance

I'm in their secondhand smoke
Still just drinking canned Coke
I don't need a Xanny to feel better
On designated drives home
Only one who's not stoned
Don't give me a Xanny, now or ever

Please don't try to kiss me on the sidewalk
On your cigarette break
I can't afford to love someone
Who isn't dying by mistake in Silver Lake

What is it about them?
I must be missing something
They just keep doin' nothing
Too intoxicated to be scared
Hmm, hmm
Hmm, mmm, mmm, mmm, mmm
Come down
Hurting
Learning"
Billie Eilish,​all the good girls go to hell,"My Lucifer is lonely

Standing there, killing time
Can't commit to anything but a crime
Peter's on vacation, an open invitation
Animals, evidence
Pearly Gates look more like a picket fence
Once you get inside 'em
Got friends but can't invite them

Hills burn in California
My turn to ignore ya
Don't say I didn't warn ya

All the good girls go to Hell
'Cause even God herself has enemies
And once the water starts to rise
And Heaven's out of sight
She'll want the Devil on her team

My Lucifer is lonely

Look at you needing me
You know I'm not your friend without some greenery
Walk in wearin' fetters
Peter should know better
Your cover up is caving in
Man is such a fool, why are we saving him?
Poisoning themselves now
Begging for our help, wow

Hills burn in California
My turn to ignore ya
Don't say I didn't warn ya

All the good girls go to Hell (All the good girls go to Hell)
'Cause even God herself (God herself) has enemies
And once the water starts to rise (Water starts to rise)
And Heaven's out of sight
She'll want the Devil on her team

My Lucifer is lonely
There's nothing left to save now
My god is gonna owe me
There's nothing left to save now

Haha!
I cannot do the snowflake"
Billie Eilish,​ilomilo,"Told you not to worry
But maybe that's a lie
Honey, what's your hurry?
Won't you stay inside?
Remember not to get too close to stars
They're never gonna give you love like ours

Where did you go?
I should know, but it's cold
And I don't wanna be lonely
So show me the way home
I can't lose another life

Hurry, I'm worried

The world's a little blurry
Or maybe it's my eyes
The friends I've had to bury
They keep me up at night
Said I couldn't love someone
'Cause I might break
If you're gonna die, not by mistake

So, where did you go?
I should know, but it's cold
And I don't wanna be lonely
So tell me you'll come home
Even if it's just a lie

I tried not to upset you
Let you rescue me the day I met you
I just wanted to protect you
But now I'll never get to

Hurry, I'm worried

Where did you go?
I should know, but it's cold
And I don't wanna be lonely
Was hoping you'd come home
I don't care if it's a lie"
Billie Eilish,COPYCAT,"Don't be cautious, don't be kind
You committed, I'm your crime
Push my button anytime
You got your finger on the trigger, but your trigger finger's mine

Silver dollar, golden flame
Dirty water, poison rain
Perfect murder, take your aim
I don't belong to anyone, but everybody knows my name

By the way, you've been uninvited
'Cause all you say are all the same things I did

Copycat tryna cop my manner
Watch your back when you can't watch mine
Copycat tryna cop my glamour
Why so sad, bunny? Can't have mine

Call me calloused, call me cold
You're italic, I'm in bold
Call me cocky, watch your tone
You better love me, 'cause you're just a clone

By the way, you've been uninvited
'Cause all you say are all the same things I did

Copycat tryna cop my manner
Watch your back when you can't watch mine
Copycat tryna cop my glamour
Why so sad, bunny? Can't have mine

Mine
I would hate to see you go
Hate to be the one that told you so
You just crossed the line
You've run out of time
I'm so sorry, now you know
Sorry I'm the one that told you so
Sorry, sorry, I'm sorry, sorry
Psych

By the way, you've been uninvited
'Cause all you say are all the same things I did

Copycat tryna cop my manner
Watch your back when you can't watch mine
Copycat tryna cop my glamour
Why so sad, bunny? Can't have mine"
Billie Eilish,​my strange addiction,"No, Billy, I haven't done that dance since my wife died
There’s a whole crowd of people out there who need to learn how to do The Scarn

Don't ask questions you don't wanna know
Learned my lesson way too long ago
To be talkin’ to you, belladonna
Shoulda taken a break, not an Oxford comma
Take what I want when I wanna
And I want ya

Bad, bad news
One of us is gonna lose
I'm the powder, you're the fuse
Just add some friction

You are my strange addiction
You are my strange addiction
My doctors can't explain
My symptoms or my pain
But you are my strange addiction

I'm really, really sorry, I think I was just relieved
To see that Michael Scarn got his confidence back
Yeah, Michael, the movie is amazing
It's like, one of the best movies I've ever seen in my life

Deadly fever, please don't ever break
Be my reliever ’cause I don’t self medicate
And it burns like a gin and I like it
Put your lips on my skin and you might ignite it
Hurts, but I know how to hide it, kinda like it (Teh)

Bad, bad news
One of us is gonna lose
I'm the powder, you’re the fuse
Just add some friction

You are my strange addiction
You are my strange addiction
My doctors can't explain
My symptoms or my pain
But you are my strange addiction

Bite my glass, set myself on fire
Can't you tell I'm crass? Can’t you tell I'm wired?
Tell me nothing lasts, like I don't know
You could kiss my— asking about my motto

You should enter it in festivals or carnivals
Thoughts? Pretty good reaction
Pretty cool... right?

You are my strange addiction
You are my strange addiction
My doctors can't explain
My symptoms or my pain
But you are my strange addiction

Did you like it? Did you like that?
Um, which part?"
Billie Eilish,​listen before i go,"Take me to the rooftop
I wanna see the world when I stop breathing
Turnin' blue
Tell me love is endless, don't be so pretentious
Leave me like you do (Like you do)

If you need me, wanna see me
Better hurry 'cause I'm leavin' soon

Sorry can't save me now
Sorry I don't know how
Sorry there's no way out (Sorry)
But down
Hmm, down

Taste me, the salty tears on my cheek
That's what a year-long headache does to you
I'm not okay, I feel so scattered
Don't say I'm all that matters
Leave me, déjà vu (Hmm)

If you need me, wanna see me
You better hurry, I'm leavin' soon

Sorry can't save me now (Sorry)
Sorry I don't know how (Sorry)
Sorry there's no way out (Sorry)
But down
Hmm, down

Call my friends and tell them that I love them
And I'll miss them
But I'm not sorry
Call my friends and tell them that I love them
And I'll miss them
Sorry"
Billie Eilish,​watch,"Lips meet teeth and tongue
My heart skips eight beats at once
If we were meant to be, we would have been by now
See what you wanna see, but all I see is him right now

I'll sit and watch your car burn
With the fire that you started in me
But you never came back to ask it out
Go ahead and watch my heart burn
With the fire that you started in me
But I'll never let you back to put it out

Your love feels so fake
And my demands aren't high to make
If I could get to sleep, I would have slept by now
Your lies will never keep, I think you need to blow 'em out

I'll sit and watch your car burn
With the fire that you started in me
But you never came back to ask it out
Go ahead and watch my heart burn
With the fire that you started in me
But I'll never let you back to put it out

When you call my name
Do you think I'll come runnin'?
You never did the same
So good at givin' me nothin'
When you close your eyes, do you picture me?
When you fantasize, am I your fantasy?
Now you know
Now I'm free

I'll sit and watch your car burn
With the fire that you started in me
But you never came back to ask it out
Watch my heart burn
With the fire that you started in me
But I'll never let you back to put it out

Never let you back
Let you back, let you back
Never gonna let you back
Let you back"
Billie Eilish,​hostage,"I wanna be alone
Alone with you, does that make sense?
I wanna steal your soul
And hide you in my treasure chest
I don't know what to do
To do with your kiss on my neck
I don't know what feels true
But this feels right, so stay a sec
Yeah, you feel right, so stay a sec

And let me crawl inside your veins
I'll build a wall, give you a ball and chain
It's not like me to be so mean, you're all I wanted
Just let me hold you
Like a hostage

Gold on your fingertips
Fingertips against my cheek
Gold leaf across your lips
Kiss me until I can't speak
Gold chain beneath your shirt
The shirt that you let me wear home
Gold's fake and real love hurts
But nothing hurts when I'm alone
When you're with me and we're alone

And let me crawl inside your veins
I'll build a wall, give you a ball and chain
It's not like me to be so mean, you're all I wanted
Just let me hold you
Hold you
Like a hostage
Like a hostage"
